capital_prestado,plazo_meses,edad_cliente,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,huella_consulta,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,ratio_cuota_salario,trimestre_prestamo,total_creditos_sector,edad_atipica,sin_promedio_ingresos,tipo_credito,tipo_laboral,tendencia_ingresos,categoria_riesgo_score,Pago_atiempo,prediccion_proba
14.534325972602113,6,28,14.914123179965662,14.077875591662238,304970,95.227787,732.0,3,0,2,2,14.237431522703657,0.10165666666666667,1,4,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9590043
13.618532923638218,2,24,15.424948670398354,14.508658238524095,324034,86.830187,723.0,6,7,0,2,13.719579885694309,0.0648068,2,9,0,0,9,Independiente,Estable,riesgo_bajo,1,0.9502406
14.837371743457739,8,30,14.508658238524095,12.899222326086994,315399,95.227787,713.0,3,2,0,0,14.060843689456222,0.1576995,1,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96258855
14.367226308329476,11,30,13.815511557963774,13.122365377402328,135315,95.227787,792.0,1,0,0,0,13.729597486706941,0.135315,1,0,0,0,9,Empleado,Creciente,riesgo_bajo,1,0.96421677
14.747478163001663,24,24,14.112425624837034,12.899222326086994,110591,95.227787,747.0,4,3,1,0,14.300794348654227,0.08218102102994725,4,4,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96563005
14.403297778421795,6,59,14.508658238524095,13.815511557963774,267156,95.227787,871.0,3,3,2,2,14.189496006832417,0.133578,4,7,0,0,4,Empleado,Estable,riesgo_muy_bajo,1,0.9625275
14.988079688318853,24,27,14.220976332738882,13.592368256649284,143161,95.227787,837.0,1,4,0,0,13.75075974762828,0.09544066666666666,2,4,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.9606965
13.899999673391546,6,64,15.424948670398354,14.557448378884015,151133,95.227787,883.0,2,4,0,0,14.001572610373936,0.0302266,1,4,0,1,4,Empleado,Sin_dato,riesgo_muy_bajo,1,0.96601605
14.192576877421562,10,40,14.220976332738882,13.122365377402328,137465,95.227787,756.0,10,3,0,4,14.001572610373936,0.09164333333333333,3,7,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.9608848
14.733200230863977,12,61,15.012459049468003,11.082157933374816,200949,95.227787,838.0,2,4,0,1,13.784545036757393,0.060709667673716015,3,5,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9683216
14.53251146276076,24,33,14.690979711984754,13.122365377402328,89939,95.227787,816.0,2,2,0,0,14.544092930239252,0.03747458333333333,1,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9664406
15.736867763960687,36,42,15.24342683358311,13.621927022483105,234207,95.227787,840.0,4,4,0,2,15.538404290480553,0.05616474820143885,3,6,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.9692216
15.062733121004637,10,49,16.138878288084037,14.537245681284663,297076,95.227787,809.0,6,6,1,1,14.001572610373936,0.029096571988246816,3,8,0,1,9,Empleado,Sin_dato,riesgo_bajo,1,0.9639648
15.0894757900543,10,50,16.300417291085605,16.118095750958314,329528,95.227787,810.0,3,6,0,1,13.727934294183411,0.027460666666666668,1,7,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.95802194
13.197101579492868,12,40,14.038654909278163,13.304686600863562,42383,95.227787,706.0,3,1,2,1,13.969501224990166,0.0339064,1,4,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9637139
13.618532923638218,2,61,15.424948670398354,14.508658238524095,323939,95.227787,777.0,9,6,0,2,13.791901033622011,0.0647878,2,8,0,0,9,Independiente,Creciente,riesgo_bajo,1,0.9627735
13.93595759756457,6,56,14.914123179965662,13.815511557963774,168108,89.979287,801.0,3,0,2,1,14.001572610373936,0.056036,2,3,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.96770847
15.501487385414771,6,35,15.76142084987672,13.815511557963774,802485,89.979287,788.0,2,0,0,2,15.41825954936167,0.11464071428571429,2,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96471477
14.624305607444702,12,60,14.508658238524095,13.45883704259595,176378,95.227787,751.0,2,2,1,4,13.744438741253175,0.088189,1,7,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9667157
15.075561476149538,12,63,15.894952224644102,14.731801689838349,277331,95.227787,867.0,3,3,0,1,14.001572610373936,0.034666375,1,4,0,1,4,Empleado,Sin_dato,riesgo_muy_bajo,1,0.9562939
15.037799532414951,9,43,15.399015293626364,14.168981073201003,331642,95.227787,856.0,3,4,0,1,15.087523059651003,0.06807101806239738,1,5,0,0,9,Empleado,Creciente,riesgo_muy_bajo,1,0.9672577
13.949692613861531,12,41,14.253766134056512,13.304686600863562,89618,95.227787,771.0,3,0,0,2,14.001572610373936,0.05781806451612903,4,2,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.96348673
13.355949811515407,6,57,14.403297778421795,12.899222326086994,93736,95.227787,749.0,3,1,0,10,14.001572610373936,0.052075555555555555,1,11,0,1,10,Independiente,Sin_dato,riesgo_bajo,1,0.9644546
13.534109253463871,6,27,14.077875591662238,13.122365377402328,113452,95.227787,774.0,6,4,0,1,13.998261189359221,0.08727076923076924,2,5,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9652879
14.74297898598245,36,38,14.316286451937186,13.304686600863562,81727,95.227787,714.0,4,3,0,2,13.975667450046766,0.04953151515151515,1,5,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9475052
15.175440666331586,8,54,15.424948670398354,13.815511557963774,441285,95.227787,794.0,0,0,3,1,13.627596592764178,0.088257,1,4,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.96579874
13.144518138225083,6,46,14.648420115681892,12.765691290604371,76031,89.2295,698.0,9,0,0,4,13.80994007157388,0.03305695652173913,2,4,0,0,4,Empleado,Creciente,riesgo_medio,1,0.94780445
13.411745503944898,8,34,14.346139397261565,12.899222326086994,69589,91.028987,769.0,3,6,0,0,14.229916246374973,0.04093470588235294,1,6,0,0,9,Empleado,Creciente,riesgo_bajo,1,0.9669657
15.775120689375159,12,38,15.167731197415668,13.997832948091215,492817,95.227787,748.0,3,2,0,0,14.273330896406367,0.12747465080186238,1,2,0,0,4,Independiente,Decreciente,riesgo_bajo,1,0.961657
14.207162164106862,12,62,15.250595321348806,14.220976332738882,102738,95.227787,900.0,1,11,0,0,13.815511557963774,0.02446142857142857,1,11,0,0,4,Empleado,Estable,riesgo_muy_bajo,1,0.9664868
14.826777231973384,12,40,15.76142084987672,14.731801689838349,215711,95.227787,814.0,6,4,0,0,15.363356856195468,0.03081585714285714,4,4,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9644333
15.065028323623213,6,52,14.914123179965662,0.0,518663,89.979287,709.0,9,2,0,1,13.785229685092467,0.17288766666666666,2,3,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9598005
14.23406469641391,9,54,14.914123179965662,13.592368256649284,142137,95.227787,795.0,2,3,2,2,15.023138075681825,0.047379,1,7,0,0,9,Empleado,Creciente,riesgo_bajo,1,0.9683346
14.519598173122274,10,55,13.997832948091215,13.304686600863562,187095,95.227787,763.0,4,1,0,1,13.736220566928477,0.1559125,1,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96501523
13.997832948091215,8,63,15.150511887854474,14.220976332738882,138340,95.227787,853.0,6,4,0,0,13.719579885694309,0.03640526315789474,2,4,0,0,4,Independiente,Creciente,riesgo_muy_bajo,1,0.96126956
14.137594781770806,12,55,14.914123179965662,13.304686600863562,109090,95.227787,844.0,2,2,0,2,14.59652300084998,0.03636333333333333,1,4,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.96886504
14.356206197675723,12,43,14.77102238760702,13.815511557963774,134320,84.030986,770.0,2,2,0,0,13.727934294183411,0.05166153846153846,1,2,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9682502
13.78711211224863,10,54,14.914123179965662,12.928781055513184,91108,95.227787,780.0,4,4,0,1,14.001572610373936,0.030369333333333335,2,5,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.96694213
14.837242162267563,6,48,14.603968372873895,12.765691290604371,411894,95.227787,774.0,2,2,0,0,13.719579885694309,0.18722454545454545,1,2,0,0,4,Empleado,Estable,riesgo_bajo,1,0.9665123
13.908214617512625,12,36,14.648420115681892,13.304686600863562,86445,95.227787,732.0,3,3,0,2,13.823494600503349,0.037584782608695654,1,5,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9671339
14.515980958174358,10,55,14.151983508870947,13.304686600863562,186892,95.227787,800.0,2,0,0,1,14.001572610373936,0.1334942857142857,1,1,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9649258
13.754486919051105,6,36,14.94368197249847,14.901037944807413,143297,95.227787,812.0,4,0,2,1,15.107816715084647,0.04637443365695793,4,3,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96733433
13.861820887980311,10,27,14.220976332738882,13.304686600863562,88975,95.227787,692.0,2,0,0,0,14.429938071912414,0.05931666666666666,2,0,0,0,9,Empleado,Creciente,riesgo_medio,1,0.96071744
15.06938176927451,18,32,15.424948670398354,12.899222326086994,193586,95.227787,732.0,3,1,0,0,13.760572735608605,0.0387172,4,1,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.95756495
14.332446078239858,10,65,15.009433329466965,13.997832948091215,142001,95.227787,843.0,0,2,0,7,14.001572610373936,0.04303060606060606,4,9,0,1,9,Independiente,Sin_dato,riesgo_bajo,1,0.9666061
15.017401496711141,6,35,14.59575290367019,13.765270393051685,495740,95.227787,738.0,3,5,0,2,14.542510222329426,0.22719523373052244,1,7,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9611628
15.022188001454037,12,46,14.914123179965662,13.815511557963774,263025,92.228643,782.0,2,8,0,0,14.001572610373936,0.087675,1,8,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.96480757
15.862687268155716,24,42,15.76142084987672,0.0,268958,5.474216,756.0,15,1,0,1,14.001572610373936,0.03842257142857143,2,2,0,1,4,Independiente,Sin_dato,riesgo_bajo,0,0.61042315
13.768168394935001,6,29,14.77102238760702,13.304686600863562,142364,95.227787,738.0,6,2,0,2,14.947090718119899,0.054755384615384615,2,4,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9652653
15.734783494204892,6,37,17.034386422832473,13.815511557963774,1015802,95.227787,804.0,3,8,1,2,13.719579885694309,0.04063208,2,11,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9582991
13.74924361062503,6,30,14.158391500603773,11.982935344196433,140867,95.227787,764.0,2,0,0,2,14.158391500603773,0.09997657913413768,3,2,0,0,4,Empleado,Estable,riesgo_bajo,1,0.9630387
14.786289853910306,36,35,14.508658238524095,13.304686600863562,84932,95.227787,832.0,3,1,3,1,14.394642097317032,0.042466,4,5,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9654906
13.8924725250259,6,62,14.403297778421795,12.611541086966115,162736,95.227787,786.0,3,0,1,0,14.001572610373936,0.09040888888888889,3,1,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.96069103
14.160716685734343,12,36,13.910821646859095,12.765691290604371,111093,95.227787,776.0,3,4,0,2,13.712890727639449,0.10099363636363637,1,6,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96685076
15.022529019563908,12,55,13.997832948091215,13.122365377402328,262335,95.227787,817.0,1,1,0,1,14.001572610373936,0.2186125,1,2,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.96135217
13.903893710306388,10,37,15.319588176962746,14.220976332738882,92750,95.227787,823.0,2,4,0,0,15.229144269873219,0.02061111111111111,1,4,0,0,9,Empleado,Creciente,riesgo_bajo,1,0.96842086
13.272989567794864,6,49,15.068273812173887,14.508658238524095,86414,95.227787,791.0,7,5,0,5,15.148939600239709,0.024689714285714287,2,10,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96548194
13.930517298833895,10,54,14.151983508870947,12.899222326086994,103961,95.227787,807.0,2,2,0,0,13.74666838940678,0.07425785714285714,2,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96848303
14.616256198116389,6,50,15.894952224644102,14.914123179965662,332463,89.979287,790.0,5,1,0,0,14.189158148185545,0.041557875,3,1,0,0,4,Independiente,Decreciente,riesgo_bajo,1,0.959582
14.026323195083988,12,29,14.714044975415211,13.122365377402328,97162,95.227787,716.0,6,2,1,5,14.791577363504397,0.03956107491856677,2,8,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.965234
14.468835764649933,6,55,14.403297778421795,12.765691290604371,285458,95.227787,823.0,4,3,5,5,14.001572610373936,0.15858777777777777,2,13,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9637057
14.797781745888003,9,40,15.319588176962746,14.403297778421795,250000,2.794234,776.0,13,0,0,1,14.001572610373936,0.05555555555555555,2,1,0,1,9,Independiente,Sin_dato,riesgo_bajo,0,0.6220108
14.396541677690884,12,31,14.88022163978423,13.815511557963774,124158,95.227787,770.0,3,4,0,1,14.080741478873911,0.04281310344827586,1,5,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96664345
14.774401286775174,6,30,15.068273812173887,13.997832948091215,386545,95.227787,818.0,6,5,0,0,14.508658238524095,0.11044142857142857,1,5,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96235293
14.397922694819055,10,56,14.914123179965662,14.403297778421795,151849,95.227787,733.0,1,1,0,4,14.001572610373936,0.05061633333333333,1,5,0,1,9,Independiente,Sin_dato,riesgo_bajo,1,0.9628439
14.846229727339102,12,28,14.731801689838349,13.017005083966255,219948,95.227787,761.0,2,1,0,1,14.511431887013568,0.0879792,4,2,0,0,4,Empleado,Estable,riesgo_bajo,1,0.9672789
14.906091010956569,18,51,15.201805169084134,13.815511557963774,164550,95.227787,835.0,0,0,0,3,14.001572610373936,0.0411375,4,3,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.9669224
13.731053806048699,6,26,13.997832948091215,12.367345048436391,138342,95.227787,789.0,1,0,0,1,14.203872910839431,0.115285,3,1,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96456295
13.226943548672653,6,47,14.876767406109316,13.909912143303451,83844,53.349091,785.0,6,4,0,1,13.894910289742336,0.02901176470588235,3,5,0,0,4,Empleado,Creciente,riesgo_bajo,0,0.7399335
14.165886404178012,6,41,15.512959530871255,14.995395874075149,215505,89.979287,762.0,7,3,0,2,15.21181069394484,0.03946978021978022,3,5,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96616256
13.997832948091215,12,33,14.508658238524095,13.815511557963774,97192,95.227787,727.0,4,1,0,2,14.001572610373936,0.048596,4,3,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9590193
13.633989880380932,12,24,14.731801689838349,13.45883704259595,65712,95.227787,740.0,8,0,0,1,14.156997343549873,0.0262848,1,1,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96029323
14.90298134328153,9,66,15.50005612841392,0.0,287106,95.227787,875.0,2,1,1,1,14.66310651677287,0.05326641929499072,4,3,0,0,9,Empleado,Creciente,riesgo_muy_bajo,1,0.96491677
13.520603783422807,6,45,14.508658238524095,12.945628585536271,112463,95.227787,765.0,5,2,0,2,13.784545036757393,0.0562315,3,4,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9665559
14.545954004963368,6,49,16.811242881518265,15.424948670398354,308537,95.227787,786.0,4,11,1,2,14.57693955727308,0.01542685,1,14,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96408635
14.466955252318238,10,30,14.508658238524095,13.815511557963774,162702,84.730786,718.0,2,16,1,6,14.001572610373936,0.081351,4,23,0,1,9,Empleado,Sin_dato,riesgo_bajo,1,0.9516626
15.119053817855084,24,40,15.607270193858982,13.815511557963774,160977,95.227787,764.0,9,4,1,3,15.448483144544031,0.0268295,1,8,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9585644
14.953536169440362,12,63,15.201805169084134,13.815511557963774,245168,95.227787,780.0,2,9,0,2,14.001572610373936,0.061292,1,11,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9641133
14.574407182448766,6,49,14.403297778421795,13.304686600863562,317025,39.372537,809.0,3,0,0,0,13.997832948091215,0.176125,4,0,0,0,4,Empleado,Estable,riesgo_bajo,0,0.69269735
13.967270668370325,6,42,15.068273812173887,13.304686600863562,172986,89.979287,833.0,2,2,0,1,14.95253586189065,0.04942457142857143,1,3,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96866435
14.808540899052911,6,42,15.687312888712007,14.603968372873895,401208,95.227787,807.0,12,1,0,0,14.001572610373936,0.06172430769230769,1,1,0,1,4,Independiente,Sin_dato,riesgo_bajo,0,0.9095812
15.007540630924677,24,54,14.80356402836607,13.815511557963774,144322,95.227787,863.0,5,1,0,4,15.02700649244781,0.05373119880863738,1,5,0,0,4,Empleado,Decreciente,riesgo_muy_bajo,1,0.95919496
16.012008849396505,9,36,17.493166341166564,16.702881205920505,842728,95.227787,797.0,8,7,0,0,14.882354191129412,0.018400174672489084,2,7,0,0,9,Empleado,Creciente,riesgo_bajo,1,0.961475
14.260197020251155,12,58,13.829414449326073,13.122365377402328,122255,95.227787,771.0,2,2,0,1,13.719579885694309,0.12056706114398422,4,3,0,0,4,Empleado,Estable,riesgo_bajo,1,0.96833795
13.764410718547314,11,25,14.790825007361725,14.080180623566395,81598,95.227787,632.0,4,2,1,4,13.68767832281738,0.0307684766214178,3,7,0,0,9,Empleado,Creciente,riesgo_medio,1,0.9535322
14.603131659670813,24,63,14.830741600012107,13.922570528729874,104148,95.227787,753.0,2,1,1,5,13.800148158251082,0.03773478260869565,4,7,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.95662224
14.66566191468422,24,24,14.731801689838349,13.122365377402328,103705,95.227787,776.0,6,2,0,0,13.893035329063693,0.041482,1,2,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.96090317
14.086759086379908,10,56,15.150511887854474,14.403297778421795,123650,95.227787,778.0,2,3,2,1,13.764328836299624,0.03253947368421053,2,6,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9678972
14.690979711984754,6,40,15.104743481723089,13.535797977912118,369213,95.227787,822.0,3,1,1,1,13.815511557963774,0.10171157024793388,1,3,0,0,4,Independiente,Estable,riesgo_bajo,1,0.9662269
14.505673790977587,10,29,14.942062539470681,12.91657092142417,192643,95.227787,760.0,3,3,0,0,15.2037527707887,0.062445056726094,4,3,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.9684179
14.624145252596898,12,31,14.285514812209815,12.611541086966115,176133,95.227787,825.0,4,3,0,0,14.001572610373936,0.110083125,4,3,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.96543723
14.291993774271262,6,35,14.978661680269907,15.66585350847449,242013,95.227787,811.0,3,2,0,0,14.053811454133365,0.0756290625,3,2,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.9671346
15.715200387967785,12,39,15.039286283703994,14.603968372873895,523776,49.53267,749.0,1,6,0,2,15.135037783094974,0.15405176470588236,1,8,0,0,4,Empleado,Creciente,riesgo_bajo,0,0.7180326
13.710886881884589,10,42,15.342653444826787,14.692228930865003,79837,95.227787,807.0,3,6,1,3,14.001572610373936,0.01733702497285559,1,10,0,1,9,Empleado,Sin_dato,riesgo_bajo,1,0.96851635
13.712814267881345,6,46,14.978661680269907,13.997832948091215,133799,95.227787,705.0,2,1,0,2,13.719579885694309,0.0418121875,1,3,0,0,4,Empleado,Estable,riesgo_bajo,1,0.96489346
14.180154365996387,12,32,14.914123179965662,13.815511557963774,113472,95.227787,774.0,5,5,0,1,14.688165339856537,0.037824,1,6,0,0,4,Independiente,Sin_dato,riesgo_bajo,1,0.9671903
14.781642710767601,6,37,15.068273812173887,14.220976332738882,390672,85.897119,812.0,4,2,1,1,15.608871244559301,0.11162057142857143,2,4,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.9661488
14.949490312219945,24,33,15.201805169084134,11.918397239722838,135853,95.227787,778.0,6,2,2,3,13.719579885694309,0.03396325,1,7,0,0,4,Independiente,Estable,riesgo_bajo,1,0.9392321
13.641158361294979,6,63,14.220976332738882,11.51293546492023,124535,95.227787,819.0,1,1,0,0,14.001572610373936,0.08302333333333334,3,1,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.96476203
14.423035033247187,12,61,14.792332166084416,13.314636915215106,153710,95.227787,836.0,0,2,1,4,14.001572610373936,0.057872740963855425,1,7,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9680219
14.608630214732413,6,63,14.731801689838349,13.304686600863562,328287,95.227787,868.0,0,1,0,0,14.001572610373936,0.1313148,1,1,0,1,4,Independiente,Sin_dato,riesgo_muy_bajo,1,0.9517158
14.188287860267756,6,30,15.068273812173887,13.815511557963774,216698,95.227787,757.0,3,1,1,0,15.107517865707452,0.06191371428571429,2,2,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.9679037
14.792439539797295,11,48,15.201805169084134,14.220976332738882,206666,95.227787,880.0,2,2,0,0,13.728408995089838,0.0516665,1,2,0,0,9,Independiente,Creciente,riesgo_muy_bajo,1,0.96758914
14.644935793116847,6,31,14.914123179965662,13.815511557963774,340657,95.227787,788.0,7,1,0,0,13.698787959845204,0.11355233333333334,1,1,0,0,4,Empleado,Creciente,riesgo_bajo,1,0.9617837
13.368599823417886,6,60,13.768695641707609,13.845070331079134,96604,95.227787,825.0,7,5,1,0,13.781681762262503,0.11005202761895323,3,6,0,0,4,Independiente,Creciente,riesgo_bajo,1,0.96589625
14.050425355515923,12,53,13.768695641707609,13.49116588426581,102439,95.227787,766.0,16,3,1,6,10.387373130123768,3.3824995872544164,3,10,0,0,4,Independiente,Estable,riesgo_bajo,1,0.9557649
13.989498318275707,6,42,14.557448378884015,13.45883704259595,177354,95.227787,695.0,10,6,0,6,13.760966723131798,0.08445428571428572,2,12,0,0,4,Empleado,Creciente,riesgo_medio,1,0.9583961
14.425139489815598,9,33,15.424948670398354,14.731801689838349,174350,95.227787,797.0,4,6,0,0,15.160188338130371,0.03487,3,6,0,0,9,Independiente,Creciente,riesgo_bajo,1,0.9669238
14.847983400253131,6,65,14.508658238524095,12.899222326086994,416780,95.227787,806.0,4,1,0,3,14.001572610373936,0.20839,4,4,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9577204
14.064781009859065,18,38,15.49260730578806,14.628217417237483,74430,95.227787,726.0,3,8,0,1,14.001572610373936,0.01391214953271028,4,9,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.9617822
14.960968581942137,12,40,13.997832948091215,12.899222326086994,218325,95.227787,743.0,2,5,0,2,13.943088136761993,0.1819375,1,7,0,0,4,Empleado,Decreciente,riesgo_bajo,1,0.96421045
14.995518792112634,6,47,15.068273812173887,12.899222326086994,483037,95.227787,808.0,3,3,0,1,13.026433805816511,0.13801057142857143,4,4,0,0,4,Empleado,Estable,riesgo_bajo,1,0.9630691
14.932198820721807,6,54,15.369858715407526,13.167338655091122,466525,95.227787,842.0,3,2,0,1,14.001572610373936,0.09858939137785291,4,3,0,1,4,Independiente,Sin_dato,riesgo_bajo,1,0.9661688
14.622673598386982,10,63,14.690979711984754,0.0,192821,95.227787,914.0,2,1,0,0,13.815511557963774,0.08034208333333333,3,1,0,0,9,Independiente,Estable,riesgo_muy_bajo,1,0.96436
16.429865348154177,12,43,16.118095750958314,13.122365377402328,1074396,91.728786,758.0,3,5,0,1,14.001572610373936,0.1074396,1,6,0,1,4,Empleado,Sin_dato,riesgo_bajo,1,0.9637624
13.830630276755834,7,63,15.319588176962746,14.220976332738882,119802,95.227787,796.0,7,4,2,0,13.719579885694309,0.026622666666666666,1,6,0,0,9,Independiente,Estable,riesgo_bajo,1,0.96280843
13.68640478638756,5,64,15.424948670398354,14.508658238524095,142747,95.227787,735.0,6,2,0,2,12.665609185426066,0.0285494,2,4,0,0,9,Empleado,Decreciente,riesgo_bajo,1,0.95935977
